Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2022-07-10,Salem's Lot,1979,https://boxd.it/30oyEV,2,,"I'm a huge Steven King fan, but he has a bad string of adaptions. The book is decent, kind of a modern take on Dracula with some small town stories mixed in. You can see a revisiting of small town smallness in his book 'Needful Things', where he burns everything down like Inglorious Bastards.

Anyways, this seems like a well-produced made for TV movie. No cursing, no nudity, jump cut when things are going to get anything like violent. It's kinda dull and not really too memorable. You don't need these things to make a good movie but this is just a bit too cheesy to get into.

Best scene I think is when the gravedigger returns to the teachers house. It's creepy in the book and they got some of the creepiness I think in the movie well.

I think the main problem is most of the vampires in this flick are playing it pretty weird, like the vamps in Buffy the Vampire Slayer, kind of flailing around and wiggling in weird ways. Looks dumb, not scary.",,
2022-07-10,Saturday the 14th,1981,https://boxd.it/30rfHd,0.5,,"Really terrible in almost all the ways. I kinda liked the opening credit music, it made me think something cool was going to happen.",,
2022-07-10,Scorned,1993,https://boxd.it/30uoI1,0.5,,"Dude, what?

What is this.",,
2022-07-10,Sisters of Death,1976,https://boxd.it/30vpet,1.5,,"The opening scene is pretty sweet, makes me want to join a sorority. 

It's like a mildly exploitative _And Then There Were None_. That's the film.",,
2022-07-11,The Skulls,2000,https://boxd.it/30F79Z,2,,"""Who pays for all these high class prostitutes?  Rule 46 in your book son.""

Forgettable thriller about rich people shitting on poor people. They have a club for it. You know, we've been saying rich people with no rules and being held unaccountable is a horror to behold for generations. Our films say it, our books say it. We should listen. Also, rich people doing evil things to shit on poor people should probably not invite poor people to the club. And also I agree with other reviews, this would probably be cooler if the two dudes just came to grips with their love for each other.",,
2022-07-11,The Slumber Party Massacre,1982,https://boxd.it/30JLFf,2,,"Was there a remake of this in the 80s that was like <something> <something> massacre with the same basic kill order and plot?

This one is unapologetic about just straight up watching women shower. Moderate body count, a giant ass drill being the weapon of choice for this one. Lots of off screen kills.

I don't know, this is probably like the OG of them all, but this just really felt this I've seen 10 times before. Except the sister who is seriously into playgirl. Good on her.",,
2022-07-12,Slumber Party Massacre II,1987,https://boxd.it/30U4Y1,1,,"This movie has several things that I have a fairly strong aversion to: It's all a dream resolution and rockabilly.

It's the rockabilly horror musical dream ending I sure as hell never asked for. Gave it slightly higher than bottom rating since it was different. I have to give it that.",,
2022-07-12,So This Is Africa,1933,https://boxd.it/30Vr8p,2,,"This is a silly ass movie. It's kind of like carrot-top like gags, lots of visual punchlines with the kind of insensitivity you'd expect from the era. Unless you've got a term paper on the era's films, I can't imagine you needing to see this.

City Lights was just a couple years before this. It's pretty crazy to see the differences in just basic movie making.",,
2022-07-13,Secret Window,2004,https://boxd.it/3105fj,3,,"A moody thriller that really didn't thrill that much. I have read the story so the twist ending wasn't a twist. I feel like there's a couple of really odd details that pop up early that are kind of ignored and people don't act the way they ought.

Still, it's nicely done, just isn't the strongest King story and that echos in the movie. ",,
2022-07-13,The Siege,1998,https://boxd.it/311Z2d,3.5,,"Holy hell, this is an artifact that needs to be seen to be believed. I think it's pretty funny that we went from '98 where it was clear that torturing prisoners to obtain information about terrorist cells was a horrific line to cross and then in the mid-aughts we have supreme court justices referring to the wisdom of fictional characters using torture to obtain information.  

Unreal. This movie lays out so much of the inter-department fighting, the racism that leads to poor decisions, the terrible American foreign policy and hubris that led to 9/11 and more. It gave more credit to the American people than they ended up deserving looking at the reaction after the towers fell, but whatever. That time is gone.

Jack Nicholson made a better military man breaking the law because you need them on that wall. But Willis was alright-good enough. The ending is unbelievable given what happened just 3 years later. ",,
2022-07-13,The Sleep of Death,1980,https://boxd.it/3134qr,1.5,,"I don't like period pieces, and I evidently don't like vampire period pieces.

This is really slow, it's like Masterpiece Theater ran into an old vampire movie or something. I wish I had some of the hats these guys are sporting, they look really fun.",,
2022-07-13,Slumber Party Massacre III,1990,https://boxd.it/316b8F,2.5,,"If the 1st one didn't exist, this would be another half star. It's the kind of thing a tween young teen me would have stayed up to 3am to watch. Some of these people drop dead for what I consider rough handling or flesh wounds, but seriously I think this one is the best of the bunch (not that this is saying much).

The cycle of trauma continues I guess. I'll be looking for the fourth one where a survivor is in the asylum dreaming of a swing band musician that has an insatiable thirst for blood.",,
2022-07-13,So This Is Harris!,1933,https://boxd.it/316jb3,1.5,,"Oh man this has a dude making bathtub beer and he hates this guy named Harris who evidently is the greatest panty dropper around.  Not only this, but all the guys are really into this dude too. Except the beer making dude. But that's alright, he's kinda a busybody know it all so who cares what he thinks.

You go with your bad self Harris. And can you believe it, this won an Academy Award!",,
2022-07-13,Song of the South,1946,https://boxd.it/316HsR,,,"I like the review that suggested that Uncle Remus has become detached from reality and lives in a cartoon world similar to <a href='https://letterboxd.com/film/bliss-2021/'>Bliss</a> and tells others about it every chance he can get. 

I also think that the animated stories are folklore that I'd rather not be lost forever. Much like my recent viewing of <a href='https://letterboxd.com/film/gone-with-the-wind/'>Gone With The Wind</a> it seems to me like portraying the South during reconstruction like it is here is pretty gross, so I don't know how you keep the folklore (which I would think is important) and get rid of the in-between parts.

I'm not rating this. I don't know how to.",,
2022-07-15,10 to Midnight,1983,https://boxd.it/31r2wP,3.5,,"Sometimes, movies give you deeper insight into a time than you might think it will. I feel like in addition to being a sleazy thriller/cop movie it has a lot to say about how much disdain there was for the law and people being declared criminally insane and rehabilitated. 

I'm keeping this one. It's got a fairly fit naked guy murdering other naked people he stalks. It's stops the movie flat to visit a hospital cafeteria and have a riveting conversation about quiche. It's got a convoluted sequence where the hero of the film tampers with evidence to get a murder rap pinned on a guy, and then he's vindicated at the end of the film since he pinned it on the right guy. And then he executes that guy while in police custody.

This movie has a lot to say. I can appreciate that Bronson after seeing his partner isn't cool with lying under oath hatches a new plan where he burns himself and then just starts harassing the guy as a citizen. That was some funny shit.",,
2022-07-15,Alone in the Dark,2005,https://boxd.it/31rSjt,,,"Lets
start
with
sooooooooo
many
words

I don't know who thought that was the way to start. There were like three separate concepts in there. It kinda got suckier from there, I'll be honest. I'm sorry everyone who was involved in making this, except the money people. I hope you lost all the money.",,
2022-07-16,Phantasm,1979,https://boxd.it/31GDZT,2.5,,"I'll give it some credit for very original thinking and some cool atmospheric setting. I'll take some credit for a bunch of cutting that really felt rough and made the movie uneven. Also the ending is not good. Very mixed bag here, I'm surprised at the number of sequels.",deleted,2022-07-15
2022-07-24,The Ring,2002,https://boxd.it/33kvep,5,,This is one of the best horror movies.,,2022-07-23
2022-08-01,American Psycho,2000,https://boxd.it/35muiR,2,,"They tell you at the end it doesn't mean anything, so. I guess don't bother watching it.",,
2022-08-02,Alita: Battle Angel,2019,https://boxd.it/35yxAD,4,,This movie is a little sterile for me and a bit too pat in some places but honestly I think it's just gorgeous and I love the bad assery on the part of Alita.,,
2022-08-03,Ma,2019,https://boxd.it/35LsKp,3.5,,"I mean, you knew this was going to end badly after the first 20 minutes but man.  It's like an urban legend with so many ways to interpret the moral failings of the people involved.",,
2022-08-04,The Amityville Horror,1979,https://boxd.it/35X0Uv,2,,"I think this was trying to get some atmosphere to make it creepy and it just failed to do that for me. So it fell flat and was a bit boring. There is a lot of deference to catholicism and it's possible that being not raised in that faith I don't have a lot of context of just how weird or spooky it is to walk in a room and see an upside down cross.

It's based on a hoax that was perpetrated in real life a while back. Knowing it's based not on a true story but debunked silliness makes it maybe fall flatter than it should too.",,
2022-08-09,The Stuff,1985,https://boxd.it/373YF7,2,,"Some of the characters in this movie are pretty funny and/or interesting but it's just not that horrific even though it should be. Feels like it's something made for TV and if there's a deeper symbolism to be found for the movie, I missed it.

Try not eating goop you find at a mining facility in a hole in the ground.",,
2022-08-09,After Hours,1985,https://boxd.it/374093,3,,"This is a fairly bonkers movie that is trying to show you just how weird people are beyond the thin veneer of humanity they are showing and also it is a cautionary tale of how you should avoid people who are engaged in paper mache art.

Guy should have called in sick at the end of the movie.",,
2022-08-18,Weird Science,1985,https://boxd.it/38QCsd,2,,"This was a favorite of mine when I was a teenager, the idea that you could create a demigod hot girlfriend with your commodore 64 being relevant to my interests. 

Watching it now, it's like in some uncanny valley of offensive, where it's trashy enough that I wouldn't want to say it's mainstream fun but it's not trashy enough that it crosses into some so bad it's good category.  Trust me, you can check my reviews I watch way trashier things than this, but hell man, this is John Hughes. There should be some standards.
",,
2022-08-18,Wicked Little Things,2006,https://boxd.it/38TBEj,1.5,,"It's shot so darkly, I can't tell what's going on. At first I thought it was setting some atmosphere, it had a group of people in the cabin in the woods that wasn't the typical make-up. But seriously, I can't see anything here.

Utterly forgettable. TBH, I just finished watching it and I don't remember much of what went on there. My bloody valentine was more entertaining.",,
2022-08-19,Splatter University,1984,https://boxd.it/392mTr,1.5,,"It was old porn movie dialogue, slightly better than that acting punctuated by a disembodied hand with a knife usually coming right for someone's gut. Occasionally, face. I was thoroughly uninterested.",,
2022-08-21,The Last House on the Left,1972,https://boxd.it/39u4Ez,2.5,,"I really don't know how to rate this one. It's a slow set up with some really odd cuts between parents, some bumpkin town cops, and girls getting ready to go to a concert. They try to find some weed and end up getting abducted, tortured, raped and killed. All the while some zippy kazoo music is playing. I'm not making that up, the soundtrack is *the* bizarrest pairing to a movie I might have ever heard.

The second half is a revenge bit where the killers end up in the house of one of the girls they've killed and there's some home alone set up followed by a chainsaw battle. The 70s were a damn weird time.

I give it some marks for being gritty, exploitative and rough to sit through. I thought it was shot terribly and the music was unreal.",,
2022-08-22,Ace Ventura: Pet Detective,1994,https://boxd.it/39zHfj,3,,"This film takes a silly premise (that something like a pet detective would be a real thing) and lets Carey in his slapstick prime beat that premise like it owes him money.

Physical gags and just silliness for its own sake get some chuckles out of me but aren't my bag. Also there is some gay panic and transphobic jackassery in the last bit of the movie.",,
2022-08-22,30 Days of Night,2007,https://boxd.it/39IUqd,3,,"This isn't bad in a lot of ways. I like the premise, it's a new idea (at least to me) that vampires take advantage of the tilt of the earth. But the title and I guess premise I set for myself is 30 days of terror and it seems like the total carnage starts at dusk the first day and is over shortly after that. The pacing feels all messed up. I don't know exactly why it bothers me so, but it does. It really distracted me and put me off.

But this is alright, it's kind of trying for a vampire reboot in ways similar to me like 28 days later really reboot the zombie movies.",,2022-08-22
2022-08-23,30 Days of Night: Dark Days,2010,https://boxd.it/39UhAn,2,,"This made me really appreciate the first film, and I didn't think too much of the first one.  I don't think any story gets better when you move it to LA. The first one was different and interesting only with the idea of a long siege taking advantage of towns that go dark for extended periods of time. That was the gimmick, it was cool if poorly executed.

This is just a syfy movie with a little bit more of a budget. It's alright, but seriously unnecessary and adds nothing to the story line.",,2022-08-23
2022-08-24,200 Motels,1971,https://boxd.it/3a1vE3,0.5,,"This is some surreal nonsense. I came into this cold, and I was not prepared for some low budget acid trip.",,2022-08-24
2022-08-25,...All the Marbles,1981,https://boxd.it/3acPa5,3.5,,"I thought this was just going to be some trashy T&A film but I was surprised at the sincerity of the movie. It's about wrestling back when it was a bit more sport (maybe?) and a couple of wrestling ladies and a run down manager. This is a road trip movie with some touring through some  70s trashy venues. 

IDK, it's got character and heart. It's like Rocky but with tag-team wrestling.",,2022-08-25
2022-08-26,Amazon Women on the Moon,1987,https://boxd.it/3apZU9,2.5,,"It was better than Kentucky Fried Movie, but it is a similar kinda thing. I don't know when they stopped making these kinds of movies, but I'm glad they did. This got a few chuckles out of me, but it wasn't anything too special.",,2022-08-26
2022-08-29,Antisocial,2013,https://boxd.it/3aZRaf,1.5,,"There's something here about the fear of Facebook taking over the world or your life or something and turning you into a zombie. But much like I don't like people running away from weather (remember that craziness from day after tomorrow?) I don't like it when computers do crazy stuff I know they can't do.

Whatever, this one is kinda a zombie movie. Highlights include a lady giving herself brain surgery and a lady getting hanged with Christmas lights. I didn't have a problem with the acting, it was just not a great script/story to me.",,2022-08-29
2022-08-29,The Adventures of Robin Hood,1938,https://boxd.it/3b1bOB,3,,Robin Hood is kind of a brash jackass in this. This is swashbuckling goodness.,,2022-08-29
2022-08-30,American Mary,2012,https://boxd.it/3bek3Z,4,,"This one really feels like it's a revenge film in the pattern of 'I Spit on Your Grave' or 'Hard Candy' or something like that, with a much more unique origin story and some crazy body horror/torture/modification type stuff. 

I've never seen anything quite like it and I'd recommend it if you don't mind some sleaze and gore with your fairly awesome revenge flicks. It's got a lot of things going on: obsession, descent into madness, revenge and much more.",,2022-08-30
2022-08-30,An American Werewolf in Paris,1997,https://boxd.it/3beBCd,1.5,,"I read a review where it said ""This movie went 75% serious and 25% silly"" and then explained why that made the movie not great. I think the proportions were off, and but it's still basically true and it is dead on why this movie just seems kinda crappy.

I'm sure everyone has said the same thing in a thousand reviews. Watch the first one, it's also a little quirky but it has style.",,2022-08-30
2022-09-01,After Midnight,1989,https://boxd.it/3bv5Jb,2,,"3 part Anthology of thrilling tales. I found them to be pretty tame, like made for TV rejected episodes of the twilight zone remake or something. 

I give it an extra full star because these rich preppy white girls blew up a whole warehouse in the bad part of town to stop some dogs. That was hilarious.

- College class about fear (glue holding the stories together)
- Stranded couple investigates a creepy house
- Underaged kids looking for a trashy club find vagrant dogs instead
- Stalker repeatedly bothers answering service for actress, threatening.

Deleted from the collection though, nothing great here.",,2022-09-01
2022-09-01,Wrong Turn 4: Bloody Beginnings,2011,https://boxd.it/3bwEML,2.5,,"I'll be honest this was better than I was expecting. It's a cool setting, there's a legit decent reason that these people have to stay in the creepy haunted house, the kills are pretty gory and the effects aren't that bad. I just wish that the cannibal hillbilly killers were a bit more creepy/nuanced. They are just gross.

If you had told me this was a stand alone movie I wouldn't have been surprised. This isn't great cinema, but it's way better than a 4 after it's name would suggest. There was even a little Jack London reference in here, something that terrified me as a kid.",,2022-09-01
2022-09-02,American Psycho II: All American Girl,2002,https://boxd.it/3bHGsF,1.5,,"This takes American Psycho's unreliable narrator bit and biting criticism of the well moneyed and kinda craps all over it.  However, if you were to ignore the title and the Patrick Bateman tie in and just treat it on it's own, it's still kinda junk but it's not terrible.

Do you want to see a homicidal crazy person craze about? Then this is the movie for you.",,2022-09-02
2022-09-03,The 4th Floor,1999,https://boxd.it/3bPovR,2.5,,"If this is what apartment living in NYC is like, I'll pass. This poor lady gets gaslit and just talked down to the whole movie. Like everyone craps on her. And then I consider how she thinks pounding nails and dropping giant stones on the floor late at night is cool and then I think maybe the crazy killer has a point.",,2022-09-03
2022-09-06,Alien Intruder,1993,https://boxd.it/3cuTZb,1.5,,"I'm sure there was a huge disparity in budget but I find it so crazy that this movie came out 4 years before Event Horizon. It's a bit of a similar premise to me, but instead of disturbing visions of having no eyes and driving people to maim and kill themselves because the ship is from hell there are a bunch of misfit convicts that are given a weekend in a sexy-time holdodeck that is twisted by an alien presence. Then on the mission in deep space the alien (a good looking lady from an 80s TV show?) drives the crew jelly with her hotness. Or something. Madness ensues.

It's kind of a mess, I'm sorry Mr. Williams. There are a lot of topless women to try and make up for the serious lack of budget in the film, but it didn't work. I would give it straight up 1/2 a star but I want to give them credit for being realistic in portraying what a holodeck would be used for in space.",,2022-09-06
2022-09-06,Apollo 18,2011,https://boxd.it/3cxCI9,2.5,,"I've seen it before. I can't quite put my finger on it, but I don't find it creepy or as anxiety inducing as some of the other ones I've seen. I can't tell if I'm growing weary of found footage films or if there was something about the script that made this one just kind of flat.

Still, it's quite short and it got a couple of jump scares on me. So it's not total garbage.",,2022-09-06
2022-09-07,Apache Woman,1976,https://boxd.it/3cBMDB,1,,"It's like an exploitative Dances with Wolves. So imagine all the problems with Dances with Wolves, crank up the racism from medium to extra KKK and throw in constant rape.  Everyone in this movie is threatening to kill or rape everyone else in this movie as like a greeting.

I give it a little extra points for showing a rougher side of the west than you normally get in spaghetti era westerns. But this isn't great. Don't watch it.",,2022-09-07
2022-09-08,Anaconda,1997,https://boxd.it/3cSSpJ,1.5,,"This is a movie about a giant asshat that stole a boat and chases a giant snake. When shit goes down, the crew he has pressed into service don't think about throwing him overboard. This movie has really horrible dated CGI.",,2022-09-08
2022-09-12,The Rock,1996,https://boxd.it/3dFZcb,3.5,,"There's a whole bunch of this movie where people are yelling at each other to stand down. It's a good movie, I think the motives of the general seem a little iffy.

Dude asked for a hundred million dollars. I hope to god if this much is on the line the government would just cough it up.",,2022-09-12
2022-09-14,Prime Evil,1988,https://boxd.it/3dZN9f,2.5,,"This was a weird joint. There is big devil worshipping going on, trading your kids for like 13 years extra life and other wild shit. I gotta say, I literally just watched this and the details have fallen out of my brain. There were lots of topless women, a priest that was trying hard to get your girl in bed and some nun who was out to fight for jesus.

I think in the last like two minutes the devil got stabbed by the nun or maybe some dude was secretly the devil and got stabbed by the nun? FX budget constraints made it hard to tell.

It was sleazy, the priest had some hard 'I'm going to have you anyway I want' vibes going on and there was a badly acted nun fighting for god. I'll give it meh as a rating.",,2022-09-14
2022-09-15,Pumpkinhead,1988,https://boxd.it/3e8u4N,3,,"This reminds me of a few different films but really it's like a telling of a legend or of a mythical creature. I really like the atmosphere and shots around that but the creature itself is a little too rubber suit for my tastes. Other than that, if you like some old school folklore or ghost stories, this is a good one.",,2022-09-15
2022-09-15,Real Genius,1985,https://boxd.it/3e8Ihh,4.5,,This movie is why I went to college. It is remarkable how well it aged.,,2022-09-15
2022-10-10,The Last Starfighter,1984,https://boxd.it/3jdVcf,3,,"The graphics probably took all the budget and then some at the time. They look like something from OG playstation. If you look carefully during the game.playing sequences you can see the same 3 seconds repeatedly.

But that aside, this is a fun sci Fi adventure that I think hit my tween self just right. Watched it again and it was still pretty fun.",,2022-10-10
2022-10-16,Scream,2022,https://boxd.it/3kk7I9,3,,intergenerational warfare masquerades as slasher,,2022-10-16
2022-10-16,Firestarter,2022,https://boxd.it/3kk8j5,1.5,,"loosely based on prodigy song

also

didn't dude kill your mom?",,2022-10-16
2022-10-16,Collateral,2004,https://boxd.it/3kk8L9,3,,La Crime with self empowerment,,2022-10-16
2022-10-16,L.A. Confidential,1997,https://boxd.it/3kk8ZF,5,,top notch sleezy crime drama,,2022-10-16
2022-10-25,The Town that Dreaded Sundown,2014,https://boxd.it/3mpiKD,3,,"I kinda liked this one, but not enough to ever see it again. The killing is brutal and violent, the reasoning behind it seems especially weak. I've never seen the original, I really like the stylistic choices they made for this reboot.",,2022-10-24
2022-10-26,Se7en,1995,https://boxd.it/3mBelD,5,,"--- Smashes the door open
""Well, no point in arguing anymore unless you can fix that.....And this""

Other than the lighting in some places, I can't think of a better thriller. Silence of the Lambs comes very close to this, but the downer of an ending that was so in vogue for the 90s is a cherry on top for this one.

Profane and disturbing film. A must see.",,2022-10-26
2022-11-21,Futureworld,1976,https://boxd.it/3s16Qb,1.5,,"This is a super dull movie which is why I think so many people are complaining about having watched it and forgotten about it. Two reporters are assigned to look at the recovery of the resort that had robots creating fantasy worlds and the robots murdered everyone. Turns out the public is into getting murdered cause everyone is coming back to this place because the robots have a new and improved formula.

There's an interesting twist at the end that is kinda buried under a silly chase scene. However, I think since this is in the westworld universe and the show has a lot to talk about robots as people, it's probably part of the ideas that generated the show. It's not enough of a fun twist to revisit or keep around imo, so to the bin it goes. It's just too boring.",deleted,2022-11-21
2022-11-25,Baba Yaga,1973,https://boxd.it/3sSoG5,2,,"Like a lot of Italian films from this time period, this is pretty to look at. It's a super odd film though, and it's really hard to know what's happening in the story and what's being imagined by the protagonist. Costumes are pretty wild, and there is an awful lot of topless women running around like bosses.",,2022-11-25
2022-11-25,The Werewolf Versus the Vampire Woman,1971,https://boxd.it/3sSCEH,,,"I can't rate this, I didn't have sub-titles and my spanish isn't good enough to keep up. Although, I mean it is a monster v monster movie maybe I should have gave it more of a chance.",,2022-11-25
2022-11-25,Island of Death,1976,https://boxd.it/3sSTml,1.5,,"Dude's kink is banging his wife in a phone booth while his mom listens. Like I don't know what else is going on in this movie, but damn.

Follows up with judging a bunch of people around him, watches someone have sex and judges them, then goes and murders a goat when his wife says she's too tired.

I was expecting this movie to be kind of shitty to watch but this dude is making it awful in ways I wasn't expecting.

You know this movie was a whole lot stranger when I thought it was 1976's Who Can Kill a Child? (Thanks plex)",,2022-11-25
2022-11-25,The Fatal Glass of Beer,1933,https://boxd.it/3sVRxH,1,,"This was a short movie about some guy who left the farm returning. Except the farm seems to be out in the Klondike and there's this running gag where the old man keeps getting snow thrown in his face when he looks out the door.

This is like an episode of hee-haw, that level of humor.",,2022-11-25
2022-11-25,The Birth of a Nation,1915,https://boxd.it/3sWqTN,0.5,,"I really didn't care for City Lights, but I could respect some of the things that they were trying for. This was an incredibly long and boring movie. If you want to watch someone tell you about the lost cause, I'd watch 'Gone with the Wind', at least I can understand what the hell is going on. 

I get it that this is an early film, just a few years after the famous movie about going to the moon and it's crazy advanced for that. But look, this is three hours of your life. Do you really want to waste it on lingering shots over plates of corn. Multiple times? Or watch people from a hundred years ago get their black face on? Screw that. Sorry your dad filled your head with BS ideas of the pleasantness of enslaving people but sweet lord this is painful.",,2022-11-25
2022-11-26,This Is the End,2013,https://boxd.it/3t6xyH,2,,"The first act is funny enough but then it outstays it's welcome. I did enjoy Emma Watson robbing everyone, that was pretty good.

Almost like it is apocalypse themed sketch comedy. Some of it lands. But I'm removing it from the collection.",,2022-11-26
2022-11-27,The Amazing Mr. X,1948,https://boxd.it/3tok3d,3,,"With such a short running time, to me it dragged in the beginning setting up this melancholy mood but after a bit it got pretty good. It's a story of a medium that gets involved over his head with a widow. There's some interesting character development and I liked how it showed the medium's bag of tricks in some ways. Decent movie, could get a rework for today and it wouldn't be off at all.",,
2022-11-27,Rawhead Rex,1986,https://boxd.it/3tq3b9,2.5,,"This is a decent story with some really bad effects. It makes it hard to suspend some disbelief. Also, they don't shy away from the fact that it looks like rubber, and it's in a lot of shots. Unlike Jaws, they didn't have the sense to let the story do the showing.

Anyways, I had to delete it. But I'm glad I saw this rubber man rampage through a Irish trailer park.",,
2022-11-29,Doppelganger,1993,https://boxd.it/3tQ7rR,2.5,,"This is a mash up of single white female with some basic instinct topped with like raising cain or something.

Lady with multiple personalities is pretty aware of it and is trying to just push past it by treating it like it's not a big deal. There's a body count but she's just like ""Wasn't me dude"" and then thinks that will keep her free. There is some real LA writer back and forth like when there's not Drew Barrymore blatantly killing people or having sex or bathing in blood for some reason.

I give it a decent amount of stars because that was some crazy nonsense. But look, I am not keeping this around on my hard drive, sorry. ",,
2022-11-30,Visiting Hours,1982,https://boxd.it/3u2UFd,2,,"Michael Ironsides is exudes violence and really does well with the role of a violent killer. But other than being from an abusive home and having a problem with people because of that, I really don't understand the motivations here at all. Also, the story kind of flits about focusing on different people that are (to me at least) randomly targeted to be murdered. I didn't think that Captain Kirk chewed on too much scenery. 

It's too incoherent to keep, so into the bin it goes.",,
2022-12-02,Sometimes They Come Back,1991,https://boxd.it/3uiqn1,1.5,,"Took the teeth out of the short story and turned it into a sappy ghost story. No demon bargain, which was to me the interesting twist for the story in the first place. Hallmark channel horror.",,
2022-12-02,Cool World,1992,https://boxd.it/3ukBfB,1.5,,"Heavy Metal + Who Frame Roger Rabbit + The Mask

IDK, this isn't a movie you have to see. It's got some madcap cartoons in the background but the soundtrack is miles better than the movie. I can't believe the talented people sleazing it up in this movie.",,
2022-12-02,Vampirella,1996,https://boxd.it/3uobTj,0.5,,"This is just awful. Space vampires land on Earth and start some trouble. Evidently there's already vampires and some Van Helsing org fighting them on Earth so it gets pretty crazy fast. Also, there is a bikini wearing lady that is out for vengeance. 

This movie has a lot going on.",,
2022-12-02,Strangeland,1998,https://boxd.it/3up3Pv,2.5,,"This is super grounded in the 90s, but it's kind of interesting the story they are telling here. It's not just a straight torture porn kind of thing. There's some stuff here about how people can't forgive and forget, mob violence and how some people are seeking something bigger than themselves.

It's ham-fisted writing and I think Snider isn't creepy enough to carry this I don't think. It reminds me too much of the Saw guy.",,
2022-12-02,Species,1995,https://boxd.it/3uph8P,3.5,,It's pretty horny sci-fi but I think it's also kinda terrifying body horror. Your results may vary.,,
2022-12-03,Species II,1998,https://boxd.it/3usKUp,2,,"This one ramped up on the gore and nudity and didn't even try to have a story. It's a monster movie, and the monster in this case is an astronaut that cause women to explode with a child seconds after he screws them. There is a very poorly lit fight scene between two monsters in the end and some very dubious science magic so humanity can win in the end.

It's got a good budget so it doesn't look like crap, and I like the leads well enough so the acting isn't crap. But the story is, so it gets only 2 stars and a place in the bit bucket of my hard drive.",,
2022-12-03,Vampires,1998,https://boxd.it/3ut4yj,1.5,,"I think that's twitter asshole James Woods acting like he's a commando. This is a renegade cop movie but instead of cops it's the Catholic Church. Or maybe like a suicide squad or something.

But seriously the asshole that James Wood is in this movie? I think that's just him being him. 

DELETED",,
2022-12-03,The Haunting,1999,https://boxd.it/3uv5j9,2.5,,"I saw this in the theater, it had a couple of good moments in it and the creepiness and atmosphere came through. In the end it feels really low stakes though and the CGI makes it a hard watch now.

Premise is psychologist gathers some people together in a spooky house to experiment on them. The house is haunted though, and haunted stuff starts happening with different people believing different sources of the shenanigans. The ending is a bit soft, I think they were going for bittersweet. No one in the show really feels cast right.",,
2022-12-03,Idle Hands,1999,https://boxd.it/3uw2BB,1,,"Silly ass burner movie. Half-baked already has my heart in this category, this hit me stupid as hell.",,
2022-12-04,We Need to Talk About Kevin,2011,https://boxd.it/3uGsNN,3.5,,"As a parent, this movie is terrifying.",,
2022-12-05,The Gingerbread Man,1998,https://boxd.it/3v6Ctb,2,,"This is a little slow but this is why you don't help out people. They are just trying to get you involved in some intricate plot, if you're lucky all you'll end up doing is killing their dad.",,
2022-12-07,Abduction 101,2019,https://boxd.it/3vutyf,1.5,,"This seems to be someone's kink and I just don't get it. But the lingering shots when the women touch each other like couples do and the clubbing of the women like they were baby seals is just odd. The narration has an odd cadence and the tense seems off several times. This thing comes across as a no-budget cthulu horror story, but it ends up it's just a dream or something. There seems to be some kind of fight club-esque point about the retelling of the dream, but it's pretty weak to me.

I kind of liked the bits where the lady with the axe was running around handling people and it was fine right up until the retelling ended.  So I give it a little love for that.",deleted,
2022-12-08,The Old Dark House,1932,https://boxd.it/3vG2d9,2,,"This is a bunch of craziness. Like 3 sets of people turn up at this old house because of a storm. Instead of just going to their rooms and sleeping until the morning, they decide to party like it's a house party. 

They should have just gone to bed and locked their doors.",,
2022-12-08,Waxwork,1988,https://boxd.it/3vGzDz,1.5,,"This starts out really tame and doesn't do much after that. If you act like a jackass at a museum you die? Wax statues come to life and kill, living out the scene they are staged in. This is really weird, and not in a way that I enjoyed.

Then they got Jenkins! I mean, shit, is nothing sacred.",,
2022-12-10,711 Ocean Drive,1950,https://boxd.it/3vZwFv,2,,"That was kind of slow.

An electrician gets tagged to help out the mob, and then he gets delusions of grandeur and acts them out. There is a rise and fall in organized crime that is pretty ""eh, a wise guy eh?"" kind of shenanigans and that's just not my jam. I kinda thought the ways to cheat at horse races was fun and there is also a tour of hoover dam.

Can't think of why I'd ever want to see this again, so DELETED",,
2022-12-21,A Bay of Blood,1971,https://boxd.it/3yAkJR,3,,"I had never heard of this movie before. It's all 70s style but it's a crazy slasher film. Nudity and fairly violent kills. You remember that crazy spearing in Friday the 13th part 3? I do and evidently this movie had it first. Also you get to watch a guy take a machete to the face out of nowhere. The premise is hard for me to understand exactly, but it's like a Miss Marple movie with boobs and serious violence. And no Miss Marple.

Also the last like twenty minutes are a crazy series of flashbacks culminating in nonsense. Beautiful beautiful nonsense.",,2022-12-20
2022-12-21,Bedazzled,2000,https://boxd.it/3yBULB,1.5,,"Did you ever wonder if Brendan Fraser was the kind of actor that should be in a sketch comedy show playing random people in a series of small skits showing how the devil could be tricky? Movie executives did. This is not a good movie though. Shame though, since I grew up in the 80s I would also sell my soul to Elizabeth Hurley. She had me at ""What would you little maniacs like to do first"". And I have to imagine this didn't help anyone's career.",,2022-12-20
